Warona Klaas | operation insert count 0 | operation find count = 15
Lethokuhle Mudau | operation insert count 12 | operation find count = 23
Kungawo Mudau | operation insert count 10 | operation find count = 21
Siphesihle Mokoena | operation insert count 11 | operation find count = 21
Amogelang Khumalo | operation insert count 12 | operation find count = 21
Enzokuhle Booi | operation insert count 12 | operation find count = 25
Jayden Visagie | operation insert count 10 | operation find count = 21
Amogelang Buthelezi | operation insert count 11 | operation find count = 23
Lethokuhle Maluleke | operation insert count 11 | operation find count = 17
Othalive Hendricks | operation insert count 8 | operation find count = 19
Amohelang Khumalo | operation insert count 11 | operation find count = 15
Olothando Mokoena | operation insert count 10 | operation find count = 23
Luthando Dyantyi | operation insert count 8 | operation find count = 19
Karabo Jacobs | operation insert count 3 | operation find count = 21
Kamogelo Mosia | operation insert count 11 | operation find count = 21
Katlego Peter | operation insert count 12 | operation find count = 19
Lesedi Klaas | operation insert count 10 | operation find count = 21
Ava Shabangu | operation insert count 11 | operation find count = 23
Rorisang Madikizela | operation insert count 12 | operation find count = 21
Onthatile Mkhize | operation insert count 11 | operation find count = 23
Alwande Ngobeni | operation insert count 9 | operation find count = 17
Lethabo Mogale | operation insert count 11 | operation find count = 25
Bokamoso Moloi | operation insert count 10 | operation find count = 13
Katleho Hendricks | operation insert count 9 | operation find count = 23
Siphesihle Dlamini | operation insert count 11 | operation find count = 25
Enzokuhle Ngcobo | operation insert count 11 | operation find count = 21
Lethokuhle Nkuna | operation insert count 10 | operation find count = 21
Lethabo Beukes | operation insert count 12 | operation find count = 21
Olothando Dlamini | operation insert count 7 | operation find count = 17
Blessing Booysen | operation insert count 12 | operation find count = 21
Blessing Ngcobo | operation insert count 11 | operation find count = 19
Blessing Dlamini | operation insert count 11 | operation find count = 23
Iminathi Cloete | operation insert count 12 | operation find count = 23
Banele Booi | operation insert count 10 | operation find count = 17
Banele Van | operation insert count 11 | operation find count = 23
Lesedi Mogale | operation insert count 10 | operation find count = 19
Oratilwe Ndlovu | operation insert count 11 | operation find count = 21
Mpho Mthembu | operation insert count 10 | operation find count = 17
Kamohelo Nkuna | operation insert count 11 | operation find count = 17
Philasande Buthelezi | operation insert count 12 | operation find count = 21
Letlotlo Mthembu | operation insert count 11 | operation find count = 21
Luphawu Radebe | operation insert count 9 | operation find count = 21
Phenyo Moeng | operation insert count 7 | operation find count = 19
Omphile Chauke | operation insert count 11 | operation find count = 23
Omphile Abrahams | operation insert count 12 | operation find count = 23
Hlelokuhle Mkhize | operation insert count 12 | operation find count = 23
Lebogang Nkosi | operation insert count 11 | operation find count = 19
Enzokuhle Tshabalala | operation insert count 12 | operation find count = 21
Katlego Peter | operation insert count 12 | operation find count = 19
Siphosethu Visagie | operation insert count 10 | operation find count = 19
Lingomso Jack | operation insert count 9 | operation find count = 19
Oratilwe Tsotetsi | operation insert count 11 | operation find count = 19
Esihle Nhlapo | operation insert count 11 | operation find count = 19
Alunamda Mkhize | operation insert count 9 | operation find count = 19
Iminathi Shabangu | operation insert count 10 | operation find count = 19
Luphawu Sithole | operation insert count 12 | operation find count = 19
Leah Buthelezi | operation insert count 12 | operation find count = 23
Ava Shabangu | operation insert count 11 | operation find count = 21
Sphesihle Malatji | operation insert count 11 | operation find count = 21
Thandolwethu Ngwenya | operation insert count 11 | operation find count = 17
Onthatile Mahlangu | operation insert count 11 | operation find count = 21
Letlotlo Madikizela | operation insert count 11 | operation find count = 19
Iminathi Buthelezi | operation insert count 13 | operation find count = 21
Okuhle Khumalo | operation insert count 11 | operation find count = 21
Melokuhle Ngcobo | operation insert count 11 | operation find count = 23
Omphile Mahlangu | operation insert count 12 | operation find count = 17
Omphile Hendricks | operation insert count 12 | operation find count = 25
Kungawo Mofokeng | operation insert count 12 | operation find count = 19
Lethabo Mofokeng | operation insert count 11 | operation find count = 23
Bokamoso Radebe | operation insert count 11 | operation find count = 23
Omaatla Ngwenya | operation insert count 12 | operation find count = 21
Remofilwe Mogale | operation insert count 12 | operation find count = 23
Liam Booi | operation insert count 12 | operation find count = 25
Amahle Khoza | operation insert count 10 | operation find count = 21
Okuhle Mogale | operation insert count 11 | operation find count = 21
Enzokuhle Nkuna | operation insert count 11 | operation find count = 23
Khayone Mofokeng | operation insert count 11 | operation find count = 23
Oratile Jack | operation insert count 12 | operation find count = 23
Onthatile Sithole | operation insert count 11 | operation find count = 17
Lethokuhle Khumalo | operation insert count 12 | operation find count = 21
Hlelokuhle Visagie | operation insert count 11 | operation find count = 21
Othalive Nkuna | operation insert count 9 | operation find count = 21
Lethabo Mudau | operation insert count 13 | operation find count = 23
Angel Mokoena | operation insert count 12 | operation find count = 23
Thandolwethu Louw | operation insert count 11 | operation find count = 19
Blessing Petersen | operation insert count 9 | operation find count = 15
Lingomso Khoza | operation insert count 9 | operation find count = 17
Aphelele Nhlapo | operation insert count 12 | operation find count = 21
Omaatla Visagie | operation insert count 10 | operation find count = 17
Amogelang Visagie | operation insert count 10 | operation find count = 19
Ava Nkosi | operation insert count 11 | operation find count = 21
Blessing Ndou | operation insert count 10 | operation find count = 19
Kamogelo Peter | operation insert count 12 | operation find count = 19
Lingomso Mosia | operation insert count 12 | operation find count = 21
Lesedi Gumede | operation insert count 13 | operation find count = 23
Thato Mnisi | operation insert count 11 | operation find count = 23
Letlotlo Mkhize | operation insert count 11 | operation find count = 21
Thandolwethu Dyantyi | operation insert count 12 | operation find count = 23
Mia Mkhize | operation insert count 12 | operation find count = 19
Amohelang Mosia | operation insert count 12 | operation find count = 23
Amogelang Ngobeni | operation insert count 12 | operation find count = 21
Lethabo Davids | operation insert count 10 | operation find count = 21
Aphelele Ngwenya | operation insert count 9 | operation find count = 17
Jayden Witbooi | operation insert count 12 | operation find count = 21
Lethabo Mthembu | operation insert count 11 | operation find count = 19
Junior Ngwenya | operation insert count 11 | operation find count = 23
Othalive Gumede | operation insert count 13 | operation find count = 21
Aphelele Tshabalala | operation insert count 11 | operation find count = 19
Reneilwe Malatji | operation insert count 11 | operation find count = 19
Lesedi Mokoena | operation insert count 9 | operation find count = 19
Emihle Booysen | operation insert count 10 | operation find count = 19
Kamohelo Buthelezi | operation insert count 10 | operation find count = 21
Iminathi Daniels | operation insert count 12 | operation find count = 23
Liam Gumede | operation insert count 12 | operation find count = 25
Reatlegile Hendricks | operation insert count 11 | operation find count = 21
Bokang Madikizela | operation insert count 12 | operation find count = 25
Joshua Gumede | operation insert count 12 | operation find count = 21
Reatlegile Davids | operation insert count 13 | operation find count = 25
Olothando Moeng | operation insert count 12 | operation find count = 17
Alunamda Khumalo | operation insert count 11 | operation find count = 17
Olothando Klaas | operation insert count 5 | operation find count = 19
Kamogelo Louw | operation insert count 9 | operation find count = 15
Sphesihle Jacobs | operation insert count 12 | operation find count = 23
Lingomso Buthelezi | operation insert count 12 | operation find count = 21
Omphile Olyn | operation insert count 13 | operation find count = 21
Rorisang Olyn | operation insert count 12 | operation find count = 23
Siphosethu Smith | operation insert count 12 | operation find count = 21
Lwandle Booi | operation insert count 12 | operation find count = 23
Bandile Shabangu | operation insert count 9 | operation find count = 19
Melokuhle Mofokeng | operation insert count 12 | operation find count = 23
Amahle Van | operation insert count 12 | operation find count = 23
Lubanzi Nkuna | operation insert count 1 | operation find count = 3
Liam Sithole | operation insert count 11 | operation find count = 23
Luke Khumalo | operation insert count 13 | operation find count = 19
Aphelele Ngwenya | operation insert count 12 | operation find count = 21
Kamogelo Mosia | operation insert count 12 | operation find count = 23
Kamohelo Nkuna | operation insert count 11 | operation find count = 17
Katleho Booysen | operation insert count 11 | operation find count = 19
Siphosethu Maluleke | operation insert count 10 | operation find count = 17
Enzokuhle Khoza | operation insert count 9 | operation find count = 19
Mpho Khumalo | operation insert count 12 | operation find count = 23
Asemahle Van | operation insert count 11 | operation find count = 23
Lesedi Mkhize | operation insert count 12 | operation find count = 23
Jayden Madikizela | operation insert count 12 | operation find count = 21
Noah Van | operation insert count 12 | operation find count = 23
Katleho Shabangu | operation insert count 12 | operation find count = 25
Siphesihle Nkosi | operation insert count 11 | operation find count = 19
Othalive Olyn | operation insert count 11 | operation find count = 21
Khayone Jacobs | operation insert count 10 | operation find count = 23
Nkosenhle Smith | operation insert count 11 | operation find count = 23
Lesedi Modise | operation insert count 11 | operation find count = 17
Joshua Gumede | operation insert count 12 | operation find count = 21
Thandolwethu Mosia | operation insert count 12 | operation find count = 23
Banele Radebe | operation insert count 10 | operation find count = 23
Lingomso Booysen | operation insert count 11 | operation find count = 21
Philasande Nkosi | operation insert count 12 | operation find count = 21
Siphosethu Smith | operation insert count 10 | operation find count = 17
Thandolwethu Mthembu | operation insert count 11 | operation find count = 21
Iminathi Adams | operation insert count 12 | operation find count = 21
Phenyo Shabangu | operation insert count 11 | operation find count = 23
Philasande Peter | operation insert count 11 | operation find count = 21
Noah Visagie | operation insert count 5 | operation find count = 9
Okuhle Nkosi | operation insert count 10 | operation find count = 17
Luke Khumalo | operation insert count 13 | operation find count = 19
Othalive Radebe | operation insert count 10 | operation find count = 21
Aphelele Nhlapo | operation insert count 12 | operation find count = 21
Amogelang Khumalo | operation insert count 12 | operation find count = 21
Luke Mahlangu | operation insert count 11 | operation find count = 15
Iminathi Mohlala | operation insert count 11 | operation find count = 23
Leah Smith | operation insert count 11 | operation find count = 23
Bonolo Nkosi | operation insert count 10 | operation find count = 17
Rethabile Shabangu | operation insert count 11 | operation find count = 19
Bandile Nkosi | operation insert count 7 | operation find count = 11
Lethokuhle Ngwenya | operation insert count 11 | operation find count = 23
Lethokuhle Booi | operation insert count 12 | operation find count = 23
Omaatla Adams | operation insert count 12 | operation find count = 23
Bokamoso Davids | operation insert count 11 | operation find count = 19
Esihle Tsotetsi | operation insert count 12 | operation find count = 23
Nkosenhle Tsotetsi | operation insert count 12 | operation find count = 23
Melokuhle Motloung | operation insert count 9 | operation find count = 19
Lesedi Jacobs | operation insert count 12 | operation find count = 27
Mia Dyantyi | operation insert count 11 | operation find count = 21
Bokamoso Booi | operation insert count 10 | operation find count = 19
Khayone Dyantyi | operation insert count 13 | operation find count = 21
Philasande Mofokeng | operation insert count 12 | operation find count = 21
Reatlegile Ngobeni | operation insert count 10 | operation find count = 21
Blessing Ndlovu | operation insert count 11 | operation find count = 23
Melokuhle Davids | operation insert count 12 | operation find count = 23
Bokamoso Booi | operation insert count 10 | operation find count = 19
Rorisang Madikizela | operation insert count 12 | operation find count = 21
Omolemo Jacobs | operation insert count 12 | operation find count = 23
Remofilwe Ndlovu | operation insert count 11 | operation find count = 19
Junior Dlamini | operation insert count 12 | operation find count = 23
Iminathi Booi | operation insert count 12 | operation find count = 25
Jayden Mathebula | operation insert count 8 | operation find count = 17
Noah Jack | operation insert count 10 | operation find count = 23
Lisakhanya Booysen | operation insert count 12 | operation find count = 21
Thato Peter | operation insert count 11 | operation find count = 19
Sphesihle Mnisi | operation insert count 10 | operation find count = 21
Bokamoso Hendricks | operation insert count 12 | operation find count = 23
Blessing Ngcobo | operation insert count 11 | operation find count = 19
Melokuhle Mofokeng | operation insert count 12 | operation find count = 21
Tshegofatso Witbooi | operation insert count 12 | operation find count = 25
Rethabile Williams | operation insert count 11 | operation find count = 23
Asemahle Mohlala | operation insert count 12 | operation find count = 23
Melokuhle Van | operation insert count 11 | operation find count = 23
Karabo Mudau | operation insert count 12 | operation find count = 21
Siyabonga Booi | operation insert count 12 | operation find count = 25
Phenyo Davids | operation insert count 12 | operation find count = 23
Omolemo Nkosi | operation insert count 12 | operation find count = 21
Lubanzi Modise | operation insert count 12 | operation find count = 21
Katlego Gumede | operation insert count 12 | operation find count = 23
Lethabo Ngcobo | operation insert count 11 | operation find count = 21
Kungawo Mudau | operation insert count 10 | operation find count = 21
Khayone Mokoena | operation insert count 8 | operation find count = 17
Mpho Radebe | operation insert count 9 | operation find count = 11
Katlego Chauke | operation insert count 12 | operation find count = 21
Lethokuhle Ngobeni | operation insert count 11 | operation find count = 23
Ofentse Louw | operation insert count 11 | operation find count = 23
Remofilwe Baloyi | operation insert count 12 | operation find count = 23
Lethabo Tsotetsi | operation insert count 12 | operation find count = 25
Olerato Tsotetsi | operation insert count 12 | operation find count = 21
Sphesihle Malatji | operation insert count 11 | operation find count = 23
Kungawo Buthelezi | operation insert count 11 | operation find count = 23
Esihle Mnisi | operation insert count 13 | operation find count = 23
Amohelang Beukes | operation insert count 7 | operation find count = 19
Iminathi Nhlapo | operation insert count 11 | operation find count = 21
Kamogelo Maseko | operation insert count 11 | operation find count = 23
Lethabo Mnisi | operation insert count 12 | operation find count = 25
Lethokuhle Tshabalala | operation insert count 10 | operation find count = 19
Emihle Nkosi | operation insert count 10 | operation find count = 21
Kamohelo Mohlala | operation insert count 11 | operation find count = 23
Philasande Nkosi | operation insert count 5 | operation find count = 11
Bokamoso Moeng | operation insert count 6 | operation find count = 13
Minenhle Van | operation insert count 10 | operation find count = 19
Lisakhanya Maseko | operation insert count 10 | operation find count = 19
Kamogelo Baloyi | operation insert count 9 | operation find count = 19
Naledi Buthelezi | operation insert count 12 | operation find count = 25
Karabo Mthembu | operation insert count 10 | operation find count = 21
Amogelang Daniels | operation insert count 12 | operation find count = 23
Remofilwe Adams | operation insert count 11 | operation find count = 23
Olothando Khoza | operation insert count 12 | operation find count = 21
Hlelokuhle Malatji | operation insert count 11 | operation find count = 23
Warona Beukes | operation insert count 9 | operation find count = 19
Reatlegile Modise | operation insert count 11 | operation find count = 21
Bokang Ndlovu | operation insert count 12 | operation find count = 21
Katlego Dlamini | operation insert count 13 | operation find count = 25
Tshegofatso Mohlala | operation insert count 12 | operation find count = 17
Mpho Chauke | operation insert count 11 | operation find count = 21
Amogelang Dyantyi | operation insert count 12 | operation find count = 17
Othalive Radebe | operation insert count 10 | operation find count = 21
Bokamoso Davids | operation insert count 11 | operation find count = 23
Alunamda Shabangu | operation insert count 7 | operation find count = 13
Amohelang Tshabalala | operation insert count 11 | operation find count = 23
Katleho Olyn | operation insert count 12 | operation find count = 19
Mia Nkosi | operation insert count 8 | operation find count = 13
Karabo Louw | operation insert count 11 | operation find count = 21
Lesedi Madikizela | operation insert count 13 | operation find count = 23
Reatlegile Ngwenya | operation insert count 11 | operation find count = 23
Junior Buthelezi | operation insert count 11 | operation find count = 19
Ava Maseko | operation insert count 12 | operation find count = 23
Phenyo Sithole | operation insert count 10 | operation find count = 15
Ofentse Mokoena | operation insert count 12 | operation find count = 17
Onthatile Nkuna | operation insert count 10 | operation find count = 21
Noah Tshabalala | operation insert count 10 | operation find count = 19
Lebogang Nkuna | operation insert count 12 | operation find count = 21
Esihle Dyantyi | operation insert count 12 | operation find count = 25
Iminathi Mogale | operation insert count 10 | operation find count = 21
Bokang Khumalo | operation insert count 11 | operation find count = 19
Karabo Peter | operation insert count 12 | operation find count = 23
Siyabonga Mnisi | operation insert count 12 | operation find count = 23
Ava Petersen | operation insert count 4 | operation find count = 7
Lethabo Motloung | operation insert count 11 | operation find count = 21
Othalive Peter | operation insert count 10 | operation find count = 21
Omaatla Mnisi | operation insert count 12 | operation find count = 21
Omolemo Ngcobo | operation insert count 10 | operation find count = 21
Bayanda Nhlapo | operation insert count 11 | operation find count = 23
Othalive Buthelezi | operation insert count 13 | operation find count = 19
Angel Cloete | operation insert count 11 | operation find count = 23
Katlego Buthelezi | operation insert count 12 | operation find count = 23
Lubanzi Moeng | operation insert count 12 | operation find count = 25
Sphesihle Molefe | operation insert count 11 | operation find count = 23
Junior Booi | operation insert count 8 | operation find count = 21
Luthando Jacobs | operation insert count 11 | operation find count = 21
Lethokuhle Van | operation insert count 9 | operation find count = 19
Olothando Nkosi | operation insert count 12 | operation find count = 19
Okuhle Mogale | operation insert count 12 | operation find count = 23
Kungawo Maseko | operation insert count 11 | operation find count = 23
Elijah Jack | operation insert count 11 | operation find count = 23
Joshua Ndou | operation insert count 10 | operation find count = 21
Likuwe Khoza | operation insert count 11 | operation find count = 23
Ofentse Mogale | operation insert count 12 | operation find count = 25
Katlego Jack | operation insert count 11 | operation find count = 21
Kungawo Daniels | operation insert count 8 | operation find count = 19
Alwande Ngobeni | operation insert count 9 | operation find count = 17
Lethokuhle Van | operation insert count 9 | operation find count = 19
Tshegofatso Booi | operation insert count 12 | operation find count = 23
Onthatile Tshabalala | operation insert count 11 | operation find count = 23
Katlego Van | operation insert count 12 | operation find count = 23
Siphesihle Radebe | operation insert count 10 | operation find count = 23
Likuwe Beukes | operation insert count 11 | operation find count = 23
Rorisang Moloi | operation insert count 12 | operation find count = 25
Othalive Mosia | operation insert count 12 | operation find count = 19
Kungawo Nkosi | operation insert count 12 | operation find count = 17
Ofentse Moeng | operation insert count 12 | operation find count = 21
Lethokuhle Nkuna | operation insert count 10 | operation find count = 21
Leah Klaas | operation insert count 8 | operation find count = 9
Leah Madikizela | operation insert count 9 | operation find count = 21
Thato Peter | operation insert count 6 | operation find count = 9
Luthando Shabangu | operation insert count 8 | operation find count = 21
Bandile Hendricks | operation insert count 12 | operation find count = 21
Lingomso Petersen | operation insert count 11 | operation find count = 17
Olothando Klaas | operation insert count 11 | operation find count = 21
Bokamoso Smith | operation insert count 11 | operation find count = 23
Iminathi Khoza | operation insert count 11 | operation find count = 21
Ava Malatji | operation insert count 12 | operation find count = 23
Faith Mathebula | operation insert count 11 | operation find count = 21
Liam Radebe | operation insert count 10 | operation find count = 19
Katlego Peter | operation insert count 12 | operation find count = 19
Ofentse Mokoena | operation insert count 12 | operation find count = 19
Junior Maseko | operation insert count 12 | operation find count = 21
Likuwe Mogale | operation insert count 10 | operation find count = 15
Lingomso Motloung | operation insert count 11 | operation find count = 23
Lebogang Nhlapo | operation insert count 12 | operation find count = 25
Thandolwethu Mnisi | operation insert count 12 | operation find count = 25
Katlego Mohlala | operation insert count 8 | operation find count = 17
Junior Khoza | operation insert count 11 | operation find count = 21
Lesedi Dyantyi | operation insert count 13 | operation find count = 25
Karabo Moloi | operation insert count 11 | operation find count = 23
Kungawo Daniels | operation insert count 8 | operation find count = 19
Omaatla Moloi | operation insert count 12 | operation find count = 25
Karabo Mathebula | operation insert count 11 | operation find count = 23
Okuhle Maluleke | operation insert count 9 | operation find count = 19
Tshegofatso Jack | operation insert count 12 | operation find count = 25
Thato Olyn | operation insert count 12 | operation find count = 21
Bokamoso Malatji | operation insert count 12 | operation find count = 23
Omphile Mkhize | operation insert count 11 | operation find count = 19
Kamogelo Ndlovu | operation insert count 12 | operation find count = 21
Bayanda Jacobs | operation insert count 12 | operation find count = 25
Omolemo Mahlangu | operation insert count 12 | operation find count = 21
Luthando Modise | operation insert count 7 | operation find count = 15
Reatlegile Beukes | operation insert count 11 | operation find count = 23
Remofilwe Gumede | operation insert count 12 | operation find count = 19
Bokamoso Moloi | operation insert count 12 | operation find count = 21
Bokamoso Motaung | operation insert count 11 | operation find count = 21
Phenyo Khumalo | operation insert count 11 | operation find count = 25
Amohelang Abrahams | operation insert count 11 | operation find count = 19
Philasande Mosia | operation insert count 12 | operation find count = 23
Reatlegile Mofokeng | operation insert count 11 | operation find count = 23
Luke Mathebula | operation insert count 10 | operation find count = 21
Remofilwe Khoza | operation insert count 12 | operation find count = 23
Warona Mkhize | operation insert count 12 | operation find count = 23
Thato Maseko | operation insert count 12 | operation find count = 23
Amahle Daniels | operation insert count 12 | operation find count = 25
Lethokuhle Mkhize | operation insert count 12 | operation find count = 23
Phenyo Madikizela | operation insert count 11 | operation find count = 23
Alwande Ngobeni | operation insert count 9 | operation find count = 17
Nkosenhle Adams | operation insert count 10 | operation find count = 19
Lwandle Mohlala | operation insert count 13 | operation find count = 21
Kungawo Daniels | operation insert count 13 | operation find count = 25
Omphile Dlamini | operation insert count 13 | operation find count = 25
Bokang Ngwenya | operation insert count 4 | operation find count = 9
Luthando Mogale | operation insert count 10 | operation find count = 17
Remofilwe Khoza | operation insert count 11 | operation find count = 21
Elijah Ndlovu | operation insert count 13 | operation find count = 21
Sphesihle Radebe | operation insert count 11 | operation find count = 21
Bayanda Williams | operation insert count 11 | operation find count = 23
Melokuhle Mohlala | operation insert count 13 | operation find count = 19
Luthando Jacobs | operation insert count 6 | operation find count = 15
Melokuhle Witbooi | operation insert count 12 | operation find count = 23
Luthando Dlamini | operation insert count 12 | operation find count = 23
Esihle Booi | operation insert count 13 | operation find count = 23
Reneilwe Mudau | operation insert count 11 | operation find count = 23
Reneilwe Mathebula | operation insert count 12 | operation find count = 15
Bokamoso Ngwenya | operation insert count 11 | operation find count = 23
Caleb Williams | operation insert count 11 | operation find count = 23
Iminathi Williams | operation insert count 11 | operation find count = 19
Lethokuhle Khumalo | operation insert count 12 | operation find count = 25
Aphelele Ngwenya | operation insert count 12 | operation find count = 21
Oratilwe Booysen | operation insert count 8 | operation find count = 17
Isabella Mokoena | operation insert count 11 | operation find count = 21
Reatlegile Molefe | operation insert count 12 | operation find count = 25
Isabella Petersen | operation insert count 10 | operation find count = 19
Lethabo Ngcobo | operation insert count 11 | operation find count = 17
Lwandle Mokoena | operation insert count 7 | operation find count = 7
Ofentse Witbooi | operation insert count 12 | operation find count = 25
Omolemo Radebe | operation insert count 11 | operation find count = 21
Siphesihle Ngcobo | operation insert count 11 | operation find count = 23
Tshegofatso Nkosi | operation insert count 12 | operation find count = 19
Ayabonga Daniels | operation insert count 12 | operation find count = 25
Katlego Peter | operation insert count 11 | operation find count = 23
Hlelokuhle Gumede | operation insert count 13 | operation find count = 23
Katlego Jack | operation insert count 11 | operation find count = 21
Likuwe Beukes | operation insert count 12 | operation find count = 21
Omphile Van | operation insert count 12 | operation find count = 25
Omolemo Mohlala | operation insert count 12 | operation find count = 23
Hlelokuhle Malatji | operation insert count 12 | operation find count = 25
Bokamoso Ndou | operation insert count 9 | operation find count = 19
Kamohelo Louw | operation insert count 11 | operation find count = 23
Kamohelo Buthelezi | operation insert count 10 | operation find count = 21
Bayanda Tsotetsi | operation insert count 12 | operation find count = 19
Noah Moloi | operation insert count 10 | operation find count = 19
Omolemo Jacobs | operation insert count 13 | operation find count = 25
Thandolwethu Abrahams | operation insert count 10 | operation find count = 11
Ava Ngobeni | operation insert count 11 | operation find count = 19
Lethabo Maseko | operation insert count 11 | operation find count = 23
Mia Davids | operation insert count 13 | operation find count = 25
Amogelang Shabangu | operation insert count 11 | operation find count = 19
Bonolo Mudau | operation insert count 11 | operation find count = 23
Katleho Gumede | operation insert count 12 | operation find count = 23
Bayanda Ngobeni | operation insert count 11 | operation find count = 21
Lwandle Khumalo | operation insert count 7 | operation find count = 15
Iminathi Booysen | operation insert count 12 | operation find count = 25
Likuwe Daniels | operation insert count 10 | operation find count = 17
Emihle Tsotetsi | operation insert count 12 | operation find count = 23
Noah Nkosi | operation insert count 11 | operation find count = 23
Othalive Tsotetsi | operation insert count 11 | operation find count = 23
Kamogelo Nkuna | operation insert count 11 | operation find count = 23
Melokuhle Davids | operation insert count 12 | operation find count = 23
Aphelele Baloyi | operation insert count 11 | operation find count = 17
Ofentse Radebe | operation insert count 10 | operation find count = 21
Othalive Louw | operation insert count 11 | operation find count = 23
Sphesihle Shabangu | operation insert count 12 | operation find count = 21
Emihle Daniels | operation insert count 12 | operation find count = 25
Oratilwe Modise | operation insert count 12 | operation find count = 23
Caleb Buthelezi | operation insert count 12 | operation find count = 23
Lesedi Visagie | operation insert count 12 | operation find count = 21
Hlelokuhle Ndou | operation insert count 10 | operation find count = 15
Warona Nkuna | operation insert count 7 | operation find count = 13
Siyabonga Booysen | operation insert count 12 | operation find count = 23
Siyabonga Ngobeni | operation insert count 10 | operation find count = 21
Thato Mkhize | operation insert count 12 | operation find count = 21
Esihle Jacobs | operation insert count 9 | operation find count = 21
Katlego Mthembu | operation insert count 11 | operation find count = 23
Angel Moloi | operation insert count 11 | operation find count = 23
Oratile Dyantyi | operation insert count 13 | operation find count = 23
Lingomso Mnisi | operation insert count 11 | operation find count = 23
Noah Mkhize | operation insert count 12 | operation find count = 25
Mia Ngobeni | operation insert count 10 | operation find count = 21
Relebohile Mnisi | operation insert count 12 | operation find count = 23
Elijah Ndlovu | operation insert count 13 | operation find count = 21
Luke Beukes | operation insert count 12 | operation find count = 19
Banele Petersen | operation insert count 10 | operation find count = 19
Amahle Dyantyi | operation insert count 12 | operation find count = 25
Thato Ngwenya | operation insert count 12 | operation find count = 21
Luthando Dyantyi | operation insert count 8 | operation find count = 19
Esihle Moloi | operation insert count 12 | operation find count = 23
Aphelele Visagie | operation insert count 12 | operation find count = 23
Bokamoso Ngwenya | operation insert count 12 | operation find count = 25
Oratile Radebe | operation insert count 12 | operation find count = 25
Asemahle Witbooi | operation insert count 6 | operation find count = 17
Likuwe Ndlovu | operation insert count 12 | operation find count = 25
Omaatla Davids | operation insert count 10 | operation find count = 19
Minenhle Radebe | operation insert count 8 | operation find count = 19
Ava Petersen | operation insert count 4 | operation find count = 7
Angel Mokoena | operation insert count 8 | operation find count = 19
Kungawo Williams | operation insert count 10 | operation find count = 21
Kungawo Daniels | operation insert count 12 | operation find count = 25
Melokuhle Modise | operation insert count 11 | operation find count = 21
Enzokuhle Ngcobo | operation insert count 12 | operation find count = 23
Kamogelo Booysen | operation insert count 10 | operation find count = 23
Iminathi Buthelezi | operation insert count 13 | operation find count = 23
Luke Moloi | operation insert count 3 | operation find count = 1
Onthatile Mudau | operation insert count 12 | operation find count = 23
Lingomso Moloi | operation insert count 11 | operation find count = 23
Lethabo Jacobs | operation insert count 14 | operation find count = 25
Angel Nhlapo | operation insert count 10 | operation find count = 19
Remofilwe Gumede | operation insert count 12 | operation find count = 19
Isabella Shabangu | operation insert count 12 | operation find count = 23
Ayabonga Ngobeni | operation insert count 10 | operation find count = 13
Amogelang Mofokeng | operation insert count 11 | operation find count = 23
Kamogelo Madikizela | operation insert count 9 | operation find count = 15
Luthando Peter | operation insert count 11 | operation find count = 21
Bayanda Gumede | operation insert count 13 | operation find count = 27
Lethabo Petersen | operation insert count 9 | operation find count = 19
Ofentse Mnisi | operation insert count 12 | operation find count = 21
Amohelang Madikizela | operation insert count 12 | operation find count = 23
Likuwe Petersen | operation insert count 11 | operation find count = 23
Karabo Tshabalala | operation insert count 11 | operation find count = 17
Luke Khumalo | operation insert count 11 | operation find count = 21
Thandolwethu Motaung | operation insert count 12 | operation find count = 21
Lethokuhle Ngcobo | operation insert count 11 | operation find count = 23
Lesedi Booysen | operation insert count 12 | operation find count = 23
Lethokuhle Mudau | operation insert count 13 | operation find count = 25
Lisakhanya Motaung | operation insert count 12 | operation find count = 25
Okuhle Mokoena | operation insert count 12 | operation find count = 23
Leano Ndlovu | operation insert count 7 | operation find count = 19
Enzokuhle Molefe | operation insert count 10 | operation find count = 21
Likuwe Malatji | operation insert count 12 | operation find count = 25
Lisakhanya Khumalo | operation insert count 12 | operation find count = 23
Alunamda Madikizela | operation insert count 13 | operation find count = 21
Likuwe Klaas | operation insert count 10 | operation find count = 17
Hlelokuhle Abrahams | operation insert count 8 | operation find count = 17
Reneilwe Maluleke | operation insert count 12 | operation find count = 21
Lesedi Tshabalala | operation insert count 11 | operation find count = 21
Bayanda Maluleke | operation insert count 11 | operation find count = 21
Hlelokuhle Mofokeng | operation insert count 12 | operation find count = 21
Olothando Klaas | operation insert count 11 | operation find count = 21
Melokuhle Booysen | operation insert count 12 | operation find count = 25
Luthando Williams | operation insert count 5 | operation find count = 11
Bokamoso Maluleke | operation insert count 10 | operation find count = 21
Lesedi Van | operation insert count 12 | operation find count = 25
Tshegofatso Mofokeng | operation insert count 11 | operation find count = 23
Kamogelo Klaas | operation insert count 11 | operation find count = 19
Lethabo Jacobs | operation insert count 14 | operation find count = 25
Omphile Booysen | operation insert count 12 | operation find count = 23
Letlotlo Moloi | operation insert count 12 | operation find count = 23
Lethokuhle Petersen | operation insert count 11 | operation find count = 23
Enzokuhle Ngwenya | operation insert count 12 | operation find count = 21
