Okuhle Booysen | operation insert count 0 | operation find count = 5
Alunamda Maluleke | operation insert count 14 | operation find count = 25
Bokamoso Motaung | operation insert count 13 | operation find count = 23
Omaatla Mudau | operation insert count 10 | operation find count = 17
Bayanda Madikizela | operation insert count 12 | operation find count = 17
Lesedi Adams | operation insert count 11 | operation find count = 21
Noah Mthembu | operation insert count 11 | operation find count = 21
Relebohile Baloyi | operation insert count 11 | operation find count = 23
Othalive Booysen | operation insert count 11 | operation find count = 19
Amogelang Booi | operation insert count 12 | operation find count = 23
Rorisang Ngwenya | operation insert count 12 | operation find count = 25
Junior Abrahams | operation insert count 10 | operation find count = 15
Melokuhle Williams | operation insert count 11 | operation find count = 21
Letlotlo Mofokeng | operation insert count 13 | operation find count = 23
Melokuhle Moeng | operation insert count 11 | operation find count = 17
Thato Ngwenya | operation insert count 12 | operation find count = 25
Omolemo Baloyi | operation insert count 10 | operation find count = 17
Ava Dlamini | operation insert count 10 | operation find count = 17
Lethokuhle Mahlangu | operation insert count 12 | operation find count = 25
Likuwe Molefe | operation insert count 7 | operation find count = 21
Khayone Molefe | operation insert count 13 | operation find count = 25
Tshegofatso Petersen | operation insert count 12 | operation find count = 23
Tshegofatso Gumede | operation insert count 9 | operation find count = 21
Reatlegile Booysen | operation insert count 11 | operation find count = 19
Thato Peter | operation insert count 13 | operation find count = 19
Omaatla Baloyi | operation insert count 2 | operation find count = 9
Katlego Mthembu | operation insert count 8 | operation find count = 19
Tshegofatso Jacobs | operation insert count 13 | operation find count = 21
Emihle Mosia | operation insert count 13 | operation find count = 23
Caleb Shabangu | operation insert count 12 | operation find count = 21
Omaatla Hendricks | operation insert count 13 | operation find count = 21
Lesedi Jack | operation insert count 13 | operation find count = 21
Luke Mosia | operation insert count 13 | operation find count = 27
Kungawo Booysen | operation insert count 10 | operation find count = 19
Oratile Abrahams | operation insert count 13 | operation find count = 23
Katleho Motaung | operation insert count 11 | operation find count = 23
Siphosethu Visagie | operation insert count 12 | operation find count = 23
Blessing Mokoena | operation insert count 12 | operation find count = 25
Asemahle Ndou | operation insert count 12 | operation find count = 25
Alunamda Baloyi | operation insert count 11 | operation find count = 21
Liam Mohlala | operation insert count 12 | operation find count = 23
Mia Mofokeng | operation insert count 13 | operation find count = 21
Alwande Mathebula | operation insert count 10 | operation find count = 17
Angel Jacobs | operation insert count 8 | operation find count = 21
Omolemo Mathebula | operation insert count 12 | operation find count = 19
Minenhle Mogale | operation insert count 12 | operation find count = 23
Nkosenhle Mkhize | operation insert count 10 | operation find count = 21
Thandolwethu Jacobs | operation insert count 13 | operation find count = 23
Onthatile Petersen | operation insert count 13 | operation find count = 21
Sphesihle Madikizela | operation insert count 13 | operation find count = 25
Amogelang Sithole | operation insert count 13 | operation find count = 19
Bayanda Adams | operation insert count 10 | operation find count = 21
Omolemo Baloyi | operation insert count 10 | operation find count = 17
Kungawo Mudau | operation insert count 13 | operation find count = 25
Lingomso Petersen | operation insert count 13 | operation find count = 19
Esihle Nhlapo | operation insert count 12 | operation find count = 25
Amohelang Nkuna | operation insert count 13 | operation find count = 25
Kamohelo Moloi | operation insert count 12 | operation find count = 23
Ofentse Maluleke | operation insert count 13 | operation find count = 25
Luke Motloung | operation insert count 12 | operation find count = 25
Tshegofatso Tsotetsi | operation insert count 11 | operation find count = 23
Liam Peter | operation insert count 13 | operation find count = 21
Rethabile Molefe | operation insert count 12 | operation find count = 23
Thato Peter | operation insert count 13 | operation find count = 19
Ofentse Moeng | operation insert count 10 | operation find count = 21
Enzokuhle Mthembu | operation insert count 11 | operation find count = 23
Amohelang Adams | operation insert count 12 | operation find count = 23
Ofentse Modise | operation insert count 13 | operation find count = 23
Reatlegile Moeng | operation insert count 11 | operation find count = 19
Lethabo Smith | operation insert count 13 | operation find count = 19
Oratilwe Petersen | operation insert count 13 | operation find count = 21
Tshegofatso Mathebula | operation insert count 10 | operation find count = 21
Lethokuhle Ngcobo | operation insert count 12 | operation find count = 23
Esihle Hendricks | operation insert count 11 | operation find count = 21
Omaatla Shabangu | operation insert count 13 | operation find count = 25
Faith Khumalo | operation insert count 14 | operation find count = 25
Lethokuhle Hendricks | operation insert count 12 | operation find count = 19
Katlego Moloi | operation insert count 13 | operation find count = 25
Warona Dyantyi | operation insert count 9 | operation find count = 19
Thato Khumalo | operation insert count 12 | operation find count = 23
Mpho Ndlovu | operation insert count 11 | operation find count = 19
Likuwe Petersen | operation insert count 14 | operation find count = 19
Angel Petersen | operation insert count 11 | operation find count = 23
Kamogelo Tsotetsi | operation insert count 9 | operation find count = 23
Asemahle Adams | operation insert count 10 | operation find count = 15
Bokang Booysen | operation insert count 11 | operation find count = 21
Othalive Mthembu | operation insert count 10 | operation find count = 17
Minenhle Mahlangu | operation insert count 12 | operation find count = 25
Elijah Mkhize | operation insert count 12 | operation find count = 23
Lethabo Mnisi | operation insert count 12 | operation find count = 25
Luke Olyn | operation insert count 11 | operation find count = 21
Lethabo Mofokeng | operation insert count 11 | operation find count = 23
Lubanzi Davids | operation insert count 12 | operation find count = 19
Amogelang Buthelezi | operation insert count 12 | operation find count = 23
Amohelang Williams | operation insert count 12 | operation find count = 19
Liam Jack | operation insert count 12 | operation find count = 21
Alunamda Peter | operation insert count 11 | operation find count = 25
Isabella Maseko | operation insert count 13 | operation find count = 25
Luke Hendricks | operation insert count 12 | operation find count = 21
Omaatla Witbooi | operation insert count 9 | operation find count = 17
Joshua Witbooi | operation insert count 14 | operation find count = 23
Melokuhle Mnisi | operation insert count 12 | operation find count = 21
Noah Jack | operation insert count 9 | operation find count = 23
Bonolo Dlamini | operation insert count 10 | operation find count = 19
Iminathi Mogale | operation insert count 8 | operation find count = 23
Joshua Jack | operation insert count 10 | operation find count = 17
Melokuhle Booi | operation insert count 12 | operation find count = 21
Kamohelo Maseko | operation insert count 12 | operation find count = 23
Esihle Nkuna | operation insert count 11 | operation find count = 19
Warona Davids | operation insert count 12 | operation find count = 19
Kamogelo Mkhize | operation insert count 11 | operation find count = 23
Karabo Beukes | operation insert count 12 | operation find count = 19
Othalive Ngcobo | operation insert count 13 | operation find count = 25
Lubanzi Mathebula | operation insert count 13 | operation find count = 21
Amogelang Mahlangu | operation insert count 12 | operation find count = 17
Oratilwe Abrahams | operation insert count 12 | operation find count = 21
Hlelokuhle Shabangu | operation insert count 11 | operation find count = 19
Ofentse Madikizela | operation insert count 10 | operation find count = 19
Rethabile Booi | operation insert count 10 | operation find count = 19
Joshua Gumede | operation insert count 11 | operation find count = 17
Likuwe Mthembu | operation insert count 12 | operation find count = 23
Kamohelo Khoza | operation insert count 12 | operation find count = 23
Oratilwe Abrahams | operation insert count 12 | operation find count = 21
Reneilwe Motaung | operation insert count 5 | operation find count = 17
Tshegofatso Klaas | operation insert count 13 | operation find count = 23
Bokamoso Buthelezi | operation insert count 11 | operation find count = 21
Banele Van | operation insert count 12 | operation find count = 23
Lwandle Mathebula | operation insert count 12 | operation find count = 21
Lebogang Maseko | operation insert count 5 | operation find count = 11
Bokamoso Moloi | operation insert count 11 | operation find count = 19
Karabo Beukes | operation insert count 11 | operation find count = 21
Mpho Moeng | operation insert count 11 | operation find count = 19
Oratilwe Booysen | operation insert count 8 | operation find count = 17
Liam Madikizela | operation insert count 12 | operation find count = 25
Angel Louw | operation insert count 13 | operation find count = 23
Amahle Malatji | operation insert count 9 | operation find count = 19
Jayden Radebe | operation insert count 13 | operation find count = 25
Othalive Klaas | operation insert count 11 | operation find count = 23
Rorisang Malatji | operation insert count 14 | operation find count = 25
Ofentse Mkhize | operation insert count 10 | operation find count = 19
Oratilwe Tshabalala | operation insert count 12 | operation find count = 19
Esihle Mthembu | operation insert count 12 | operation find count = 25
Amahle Beukes | operation insert count 10 | operation find count = 23
Katlego Maluleke | operation insert count 14 | operation find count = 23
Olothando Moeng | operation insert count 11 | operation find count = 23
Emihle Moloi | operation insert count 12 | operation find count = 23
Okuhle Klaas | operation insert count 12 | operation find count = 21
Noah Tshabalala | operation insert count 12 | operation find count = 21
Karabo Louw | operation insert count 13 | operation find count = 23
Alunamda Jacobs | operation insert count 11 | operation find count = 17
Siphesihle Mudau | operation insert count 13 | operation find count = 25
Okuhle Madikizela | operation insert count 12 | operation find count = 23
Luke Jacobs | operation insert count 10 | operation find count = 21
Olothando Mathebula | operation insert count 11 | operation find count = 23
Relebohile Mthembu | operation insert count 7 | operation find count = 13
Mia Williams | operation insert count 11 | operation find count = 19
Alwande Beukes | operation insert count 11 | operation find count = 19
Reneilwe Hendricks | operation insert count 12 | operation find count = 25
Ofentse Mofokeng | operation insert count 12 | operation find count = 23
Amogelang Louw | operation insert count 13 | operation find count = 23
Luphawu Motaung | operation insert count 12 | operation find count = 23
Lisakhanya Ngcobo | operation insert count 12 | operation find count = 17
Caleb Buthelezi | operation insert count 12 | operation find count = 23
Leah Jack | operation insert count 11 | operation find count = 23
Sphesihle Maseko | operation insert count 10 | operation find count = 17
Isabella Chauke | operation insert count 11 | operation find count = 23
Amohelang Olyn | operation insert count 9 | operation find count = 19
Siphosethu Adams | operation insert count 12 | operation find count = 23
Alunamda Maluleke | operation insert count 14 | operation find count = 25
Phenyo Smith | operation insert count 13 | operation find count = 23
Omaatla Molefe | operation insert count 13 | operation find count = 21
Siyabonga Mudau | operation insert count 13 | operation find count = 23
Caleb Visagie | operation insert count 12 | operation find count = 21
Lethokuhle Petersen | operation insert count 11 | operation find count = 17
Likuwe Louw | operation insert count 9 | operation find count = 19
Lisakhanya Jacobs | operation insert count 11 | operation find count = 19
Bonolo Louw | operation insert count 13 | operation find count = 21
Reatlegile Williams | operation insert count 14 | operation find count = 27
Katleho Moeng | operation insert count 10 | operation find count = 23
Omolemo Olyn | operation insert count 12 | operation find count = 25
Caleb Mofokeng | operation insert count 12 | operation find count = 25
Joshua Jacobs | operation insert count 10 | operation find count = 21
Onthatile Maluleke | operation insert count 14 | operation find count = 27
Angel Hendricks | operation insert count 11 | operation find count = 25
Reatlegile Nkuna | operation insert count 12 | operation find count = 21
Kungawo Mthembu | operation insert count 13 | operation find count = 25
Lethokuhle Ndou | operation insert count 7 | operation find count = 17
Ayabonga Van | operation insert count 13 | operation find count = 19
Enzokuhle Maluleke | operation insert count 11 | operation find count = 19
Emihle Mohlala | operation insert count 11 | operation find count = 21
Rorisang Maseko | operation insert count 12 | operation find count = 25
Oratilwe Radebe | operation insert count 12 | operation find count = 19
Alwande Beukes | operation insert count 11 | operation find count = 19
Kamohelo Witbooi | operation insert count 12 | operation find count = 21
Hlelokuhle Jacobs | operation insert count 11 | operation find count = 21
Rorisang Gumede | operation insert count 10 | operation find count = 23
Bokang Mohlala | operation insert count 12 | operation find count = 23
Bayanda Mudau | operation insert count 13 | operation find count = 25
Lesedi Beukes | operation insert count 9 | operation find count = 21
Lethokuhle Mogale | operation insert count 13 | operation find count = 25
Thato Peter | operation insert count 13 | operation find count = 15
Siyabonga Gumede | operation insert count 9 | operation find count = 21
Omaatla Hendricks | operation insert count 13 | operation find count = 21
Banele Ngwenya | operation insert count 13 | operation find count = 21
Rorisang Radebe | operation insert count 10 | operation find count = 21
Ava Beukes | operation insert count 11 | operation find count = 23
Jayden Booi | operation insert count 12 | operation find count = 19
Omphile Smith | operation insert count 13 | operation find count = 21
Melokuhle Jacobs | operation insert count 12 | operation find count = 23
Junior Visagie | operation insert count 6 | operation find count = 17
Reneilwe Booysen | operation insert count 11 | operation find count = 17
Rethabile Van | operation insert count 12 | operation find count = 21
Amogelang Mofokeng | operation insert count 12 | operation find count = 23
Tshegofatso Williams | operation insert count 9 | operation find count = 25
Amogelang Nkosi | operation insert count 12 | operation find count = 21
Phenyo Van | operation insert count 12 | operation find count = 23
Lesedi Daniels | operation insert count 11 | operation find count = 19
Emihle Khoza | operation insert count 13 | operation find count = 23
Kamogelo Nhlapo | operation insert count 12 | operation find count = 23
Omphile Mahlangu | operation insert count 12 | operation find count = 23
Oratilwe Tshabalala | operation insert count 12 | operation find count = 19
Siyabonga Mudau | operation insert count 13 | operation find count = 23
Reatlegile Shabangu | operation insert count 11 | operation find count = 21
Omphile Van | operation insert count 12 | operation find count = 25
Thato Mthembu | operation insert count 12 | operation find count = 23
Warona Jacobs | operation insert count 12 | operation find count = 23
Mia Dlamini | operation insert count 11 | operation find count = 23
Lethokuhle Mahlangu | operation insert count 13 | operation find count = 25
Remofilwe Ngcobo | operation insert count 12 | operation find count = 23
Onthatile Ndou | operation insert count 13 | operation find count = 25
Lingomso Daniels | operation insert count 10 | operation find count = 21
Omaatla Visagie | operation insert count 12 | operation find count = 21
Olerato Mofokeng | operation insert count 13 | operation find count = 21
Bokang Baloyi | operation insert count 12 | operation find count = 21
Jayden Tsotetsi | operation insert count 8 | operation find count = 17
Okuhle Williams | operation insert count 13 | operation find count = 25
Lethokuhle Tsotetsi | operation insert count 13 | operation find count = 27
Enzokuhle Abrahams | operation insert count 13 | operation find count = 23
Olothando Mofokeng | operation insert count 10 | operation find count = 19
Lwandle Khumalo | operation insert count 13 | operation find count = 23
Luphawu Malatji | operation insert count 13 | operation find count = 25
Tshegofatso Klaas | operation insert count 13 | operation find count = 21
Amogelang Daniels | operation insert count 3 | operation find count = 3
Othalive Olyn | operation insert count 13 | operation find count = 19
Thato Smith | operation insert count 14 | operation find count = 23
Bayanda Petersen | operation insert count 10 | operation find count = 23
Ofentse Cloete | operation insert count 11 | operation find count = 21
Othalive Olyn | operation insert count 13 | operation find count = 19
Remofilwe Booysen | operation insert count 10 | operation find count = 15
Amahle Moloi | operation insert count 13 | operation find count = 25
Warona Van | operation insert count 7 | operation find count = 19
Ayabonga Motloung | operation insert count 13 | operation find count = 25
Ava Louw | operation insert count 13 | operation find count = 21
Alunamda Molefe | operation insert count 12 | operation find count = 23
Sphesihle Ndlovu | operation insert count 12 | operation find count = 21
Iminathi Cloete | operation insert count 10 | operation find count = 21
Kamogelo Motaung | operation insert count 12 | operation find count = 21
Thato Motloung | operation insert count 10 | operation find count = 19
Onthatile Malatji | operation insert count 13 | operation find count = 25
Joshua Ndou | operation insert count 9 | operation find count = 25
Omphile Nkuna | operation insert count 13 | operation find count = 27
Amohelang Visagie | operation insert count 8 | operation find count = 21
Reneilwe Mkhize | operation insert count 8 | operation find count = 17
Rethabile Tsotetsi | operation insert count 13 | operation find count = 17
Faith Dyantyi | operation insert count 11 | operation find count = 15
Remofilwe Mathebula | operation insert count 13 | operation find count = 25
Katleho Gumede | operation insert count 8 | operation find count = 13
Bonolo Nhlapo | operation insert count 8 | operation find count = 21
Rorisang Booi | operation insert count 11 | operation find count = 23
Philasande Davids | operation insert count 8 | operation find count = 19
Omaatla Mnisi | operation insert count 12 | operation find count = 25
Khayone Mathebula | operation insert count 13 | operation find count = 23
Tshegofatso Nhlapo | operation insert count 11 | operation find count = 25
Lwandle Van | operation insert count 11 | operation find count = 23
Relebohile Cloete | operation insert count 12 | operation find count = 23
Othalive Mthembu | operation insert count 12 | operation find count = 21
Esihle Nkuna | operation insert count 11 | operation find count = 19
Siyabonga Madikizela | operation insert count 6 | operation find count = 25
Amohelang Khoza | operation insert count 12 | operation find count = 21
Siyabonga Malatji | operation insert count 13 | operation find count = 21
Rethabile Shabangu | operation insert count 12 | operation find count = 23
Lethabo Petersen | operation insert count 12 | operation find count = 19
Lubanzi Moeng | operation insert count 12 | operation find count = 21
Rorisang Petersen | operation insert count 13 | operation find count = 17
Katleho Motloung | operation insert count 13 | operation find count = 23
Rorisang Olyn | operation insert count 12 | operation find count = 25
Leano Ngwenya | operation insert count 11 | operation find count = 25
Faith Jack | operation insert count 13 | operation find count = 19
Esihle Visagie | operation insert count 12 | operation find count = 23
Sphesihle Klaas | operation insert count 9 | operation find count = 19
Iminathi Cloete | operation insert count 11 | operation find count = 23
Omaatla Shabangu | operation insert count 9 | operation find count = 19
Othalive Molefe | operation insert count 13 | operation find count = 25
Rorisang Malatji | operation insert count 14 | operation find count = 25
Lethokuhle Maluleke | operation insert count 10 | operation find count = 21
Siyabonga Mogale | operation insert count 11 | operation find count = 25
Isabella Nkuna | operation insert count 12 | operation find count = 25
Ayabonga Booysen | operation insert count 12 | operation find count = 23
Asemahle Abrahams | operation insert count 12 | operation find count = 17
Esihle Chauke | operation insert count 10 | operation find count = 17
Lesedi Dyantyi | operation insert count 12 | operation find count = 23
Aphelele Ngwenya | operation insert count 13 | operation find count = 23
Siphesihle Mokoena | operation insert count 10 | operation find count = 19
Bokamoso Mahlangu | operation insert count 12 | operation find count = 21
Esihle Ngwenya | operation insert count 11 | operation find count = 21
Esihle Nkuna | operation insert count 9 | operation find count = 21
Letlotlo Mofokeng | operation insert count 12 | operation find count = 21
Joshua Ngwenya | operation insert count 11 | operation find count = 23
Ava Radebe | operation insert count 13 | operation find count = 23
Lethabo Moloi | operation insert count 11 | operation find count = 21
Rethabile Van | operation insert count 12 | operation find count = 21
Reatlegile Booi | operation insert count 12 | operation find count = 23
Lisakhanya Motloung | operation insert count 13 | operation find count = 23
Thandolwethu Booysen | operation insert count 11 | operation find count = 21
Lisakhanya Mathebula | operation insert count 12 | operation find count = 23
Lisakhanya Jacobs | operation insert count 11 | operation find count = 19
Likuwe Mudau | operation insert count 12 | operation find count = 25
Onthatile Klaas | operation insert count 12 | operation find count = 21
Joshua Booi | operation insert count 9 | operation find count = 15
Enzokuhle Maseko | operation insert count 10 | operation find count = 19
Rorisang Witbooi | operation insert count 12 | operation find count = 21
Kamohelo Louw | operation insert count 12 | operation find count = 23
Esihle Dyantyi | operation insert count 11 | operation find count = 17
Omaatla Molefe | operation insert count 14 | operation find count = 25
Kamohelo Maseko | operation insert count 12 | operation find count = 23
Angel Peter | operation insert count 12 | operation find count = 27
Jayden Dlamini | operation insert count 11 | operation find count = 21
Tshegofatso Adams | operation insert count 12 | operation find count = 21
Lisakhanya Ngobeni | operation insert count 12 | operation find count = 25
Hlelokuhle Mohlala | operation insert count 12 | operation find count = 25
Oratilwe Olyn | operation insert count 13 | operation find count = 23
Kamohelo Mosia | operation insert count 13 | operation find count = 23
Katleho Motloung | operation insert count 12 | operation find count = 21
Alunamda Dlamini | operation insert count 12 | operation find count = 23
Esihle Madikizela | operation insert count 13 | operation find count = 25
Faith Maseko | operation insert count 13 | operation find count = 27
Thato Mthembu | operation insert count 12 | operation find count = 23
Esihle Jacobs | operation insert count 12 | operation find count = 23
Karabo Louw | operation insert count 13 | operation find count = 23
Iminathi Tshabalala | operation insert count 11 | operation find count = 19
Leano Smith | operation insert count 12 | operation find count = 23
Amogelang Jack | operation insert count 12 | operation find count = 25
Katleho Motloung | operation insert count 7 | operation find count = 15
Rorisang Hendricks | operation insert count 10 | operation find count = 21
Relebohile Madikizela | operation insert count 12 | operation find count = 21
Noah Mkhize | operation insert count 9 | operation find count = 19
Nkosenhle Petersen | operation insert count 13 | operation find count = 17
Katlego Maseko | operation insert count 12 | operation find count = 21
Olothando Mokoena | operation insert count 9 | operation find count = 15
Okuhle Klaas | operation insert count 12 | operation find count = 21
Omaatla Booi | operation insert count 12 | operation find count = 19
Oratile Malatji | operation insert count 13 | operation find count = 23
Okuhle Mudau | operation insert count 12 | operation find count = 21
Sphesihle Motaung | operation insert count 11 | operation find count = 21
Lingomso Hendricks | operation insert count 12 | operation find count = 21
Noah Malatji | operation insert count 12 | operation find count = 21
Alunamda Mokoena | operation insert count 12 | operation find count = 21
Amohelang Molefe | operation insert count 12 | operation find count = 23
Ayabonga Sithole | operation insert count 11 | operation find count = 21
Othalive Hendricks | operation insert count 11 | operation find count = 21
Ofentse Madikizela | operation insert count 10 | operation find count = 19
Luke Baloyi | operation insert count 9 | operation find count = 21
Iminathi Mosia | operation insert count 13 | operation find count = 25
Siphosethu Buthelezi | operation insert count 11 | operation find count = 23
Banele Booi | operation insert count 10 | operation find count = 21
Lethokuhle Maluleke | operation insert count 9 | operation find count = 23
Thato Mnisi | operation insert count 9 | operation find count = 15
Lingomso Moloi | operation insert count 13 | operation find count = 27
Liam Radebe | operation insert count 13 | operation find count = 25
Onthatile Louw | operation insert count 12 | operation find count = 25
Bayanda Madikizela | operation insert count 13 | operation find count = 25
Lesedi Ngobeni | operation insert count 12 | operation find count = 25
Joshua Nkosi | operation insert count 12 | operation find count = 27
Amohelang Motloung | operation insert count 12 | operation find count = 23
Olothando Mnisi | operation insert count 9 | operation find count = 21
Karabo Sithole | operation insert count 12 | operation find count = 19
Bayanda Gumede | operation insert count 11 | operation find count = 23
Amohelang Ngwenya | operation insert count 12 | operation find count = 23
Kungawo Mathebula | operation insert count 14 | operation find count = 27
Thandolwethu Maluleke | operation insert count 10 | operation find count = 21
Karabo Booysen | operation insert count 11 | operation find count = 21
Katleho Shabangu | operation insert count 12 | operation find count = 23
Isabella Booi | operation insert count 12 | operation find count = 23
Omaatla Jack | operation insert count 9 | operation find count = 23
Khayone Mofokeng | operation insert count 12 | operation find count = 23
Melokuhle Mathebula | operation insert count 10 | operation find count = 17
Kamohelo Mthembu | operation insert count 12 | operation find count = 19
Omaatla Molefe | operation insert count 13 | operation find count = 21
Lubanzi Sithole | operation insert count 11 | operation find count = 19
Alunamda Mohlala | operation insert count 10 | operation find count = 15
Nkosenhle Chauke | operation insert count 11 | operation find count = 19
Leano Williams | operation insert count 12 | operation find count = 21
Kungawo Maseko | operation insert count 10 | operation find count = 21
Rorisang Dyantyi | operation insert count 13 | operation find count = 25
Relebohile Shabangu | operation insert count 11 | operation find count = 21
Likuwe Booysen | operation insert count 12 | operation find count = 21
Lingomso Chauke | operation insert count 10 | operation find count = 23
Siphesihle Nkosi | operation insert count 13 | operation find count = 27
Olerato Sithole | operation insert count 13 | operation find count = 23
Enzokuhle Mudau | operation insert count 12 | operation find count = 23
Bokamoso Davids | operation insert count 12 | operation find count = 23
Olerato Smith | operation insert count 12 | operation find count = 19
Esihle Buthelezi | operation insert count 12 | operation find count = 21
Othalive Booysen | operation insert count 10 | operation find count = 13
Onthatile Ndou | operation insert count 13 | operation find count = 27
Leano Jack | operation insert count 12 | operation find count = 25
Faith Mohlala | operation insert count 13 | operation find count = 23
Emihle Khoza | operation insert count 11 | operation find count = 21
Lubanzi Nhlapo | operation insert count 12 | operation find count = 23
Leano Klaas | operation insert count 6 | operation find count = 23
Bonolo Chauke | operation insert count 11 | operation find count = 21
Lingomso Mogale | operation insert count 13 | operation find count = 25
Katleho Molefe | operation insert count 13 | operation find count = 27
Reneilwe Moloi | operation insert count 11 | operation find count = 25
Tshegofatso Ndlovu | operation insert count 12 | operation find count = 23
Sphesihle Klaas | operation insert count 9 | operation find count = 19
Karabo Beukes | operation insert count 11 | operation find count = 21
Angel Nkosi | operation insert count 13 | operation find count = 19
Omaatla Moloi | operation insert count 13 | operation find count = 29
Lingomso Davids | operation insert count 12 | operation find count = 23
Noah Dyantyi | operation insert count 12 | operation find count = 23
Onthatile Mathebula | operation insert count 10 | operation find count = 21
Alunamda Motloung | operation insert count 14 | operation find count = 27
Ofentse Williams | operation insert count 11 | operation find count = 21
Omphile Mkhize | operation insert count 10 | operation find count = 19
Omphile Jacobs | operation insert count 12 | operation find count = 23
Liam Maluleke | operation insert count 13 | operation find count = 25
Lingomso Hendricks | operation insert count 12 | operation find count = 21
Lesedi Van | operation insert count 11 | operation find count = 25
Philasande Khumalo | operation insert count 9 | operation find count = 21
Asemahle Louw | operation insert count 13 | operation find count = 25
Karabo Modise | operation insert count 8 | operation find count = 15
Omaatla Ngwenya | operation insert count 12 | operation find count = 23
Warona Khoza | operation insert count 13 | operation find count = 27
Esihle Davids | operation insert count 12 | operation find count = 21
Faith Williams | operation insert count 10 | operation find count = 21
Asemahle Mthembu | operation insert count 13 | operation find count = 23
Isabella Maseko | operation insert count 13 | operation find count = 25
Kamohelo Jack | operation insert count 12 | operation find count = 23
Alwande Maluleke | operation insert count 14 | operation find count = 21
Kamohelo Ndou | operation insert count 12 | operation find count = 27
Emihle Modise | operation insert count 12 | operation find count = 25
Asemahle Buthelezi | operation insert count 12 | operation find count = 23
Noah Mahlangu | operation insert count 12 | operation find count = 25
Blessing Dlamini | operation insert count 9 | operation find count = 15
Iminathi Klaas | operation insert count 8 | operation find count = 21
Faith Olyn | operation insert count 11 | operation find count = 19
Kungawo Shabangu | operation insert count 13 | operation find count = 21
Esihle Davids | operation insert count 12 | operation find count = 23
Esihle Visagie | operation insert count 12 | operation find count = 23
Othalive Nkuna | operation insert count 12 | operation find count = 27
Angel Mokoena | operation insert count 12 | operation find count = 25
Kamogelo Ngobeni | operation insert count 11 | operation find count = 21
Phenyo Mnisi | operation insert count 12 | operation find count = 23
Amahle Hendricks | operation insert count 11 | operation find count = 23
Mia Motloung | operation insert count 13 | operation find count = 27
Iminathi Ndou | operation insert count 12 | operation find count = 23
Omphile Chauke | operation insert count 10 | operation find count = 19
Reatlegile Ndou | operation insert count 13 | operation find count = 25
Kungawo Booi | operation insert count 12 | operation find count = 23
Kamogelo Moeng | operation insert count 14 | operation find count = 23
Junior Buthelezi | operation insert count 12 | operation find count = 23
Amohelang Ngwenya | operation insert count 13 | operation find count = 27
Phenyo Mofokeng | operation insert count 13 | operation find count = 25
Leah Ngcobo | operation insert count 11 | operation find count = 25
Reneilwe Cloete | operation insert count 11 | operation find count = 19
Karabo Modise | operation insert count 12 | operation find count = 25
Omolemo Tsotetsi | operation insert count 13 | operation find count = 23
Sphesihle Mnisi | operation insert count 12 | operation find count = 25
Leah Dlamini | operation insert count 9 | operation find count = 17
Caleb Nkosi | operation insert count 13 | operation find count = 27
Bonolo Davids | operation insert count 12 | operation find count = 21
Luthando Maluleke | operation insert count 13 | operation find count = 25
Kungawo Williams | operation insert count 12 | operation find count = 23
Omaatla Malatji | operation insert count 12 | operation find count = 21
Nkosenhle Petersen | operation insert count 13 | operation find count = 23
Relebohile Mogale | operation insert count 11 | operation find count = 19
Ava Moloi | operation insert count 13 | operation find count = 27
Melokuhle Adams | operation insert count 11 | operation find count = 23
Khayone Mogale | operation insert count 14 | operation find count = 25
Omolemo Mahlangu | operation insert count 12 | operation find count = 21
Katlego Moloi | operation insert count 11 | operation find count = 21
Amogelang Hendricks | operation insert count 11 | operation find count = 25
Ava Modise | operation insert count 13 | operation find count = 27
Ayabonga Mahlangu | operation insert count 12 | operation find count = 23
Karabo Shabangu | operation insert count 11 | operation find count = 19
Caleb Buthelezi | operation insert count 12 | operation find count = 25
Amohelang Visagie | operation insert count 12 | operation find count = 25
Reatlegile Ndlovu | operation insert count 13 | operation find count = 25
Katlego Dyantyi | operation insert count 11 | operation find count = 23
Melokuhle Molefe | operation insert count 13 | operation find count = 25
Likuwe Modise | operation insert count 11 | operation find count = 23
Ofentse Mokoena | operation insert count 10 | operation find count = 21
Oratilwe Moloi | operation insert count 12 | operation find count = 23
Omphile Nhlapo | operation insert count 12 | operation find count = 23
Bokamoso Mahlangu | operation insert count 12 | operation find count = 21
Kungawo Petersen | operation insert count 11 | operation find count = 25
Warona Moloi | operation insert count 11 | operation find count = 23
Karabo Mthembu | operation insert count 12 | operation find count = 25
Noah Mathebula | operation insert count 13 | operation find count = 25
Warona Moeng | operation insert count 12 | operation find count = 21
Oratilwe Smith | operation insert count 9 | operation find count = 21
Caleb Khoza | operation insert count 9 | operation find count = 19
Katlego Ndou | operation insert count 10 | operation find count = 23
Bonolo Khumalo | operation insert count 13 | operation find count = 27
Asemahle Louw | operation insert count 13 | operation find count = 25
Reatlegile Khoza | operation insert count 9 | operation find count = 23
Luphawu Louw | operation insert count 12 | operation find count = 17
Enzokuhle Ngcobo | operation insert count 9 | operation find count = 21
Esihle Modise | operation insert count 12 | operation find count = 23
Mpho Khumalo | operation insert count 13 | operation find count = 23
Kamogelo Ngobeni | operation insert count 11 | operation find count = 23
Rethabile Tsotetsi | operation insert count 13 | operation find count = 17
Mpho Khoza | operation insert count 10 | operation find count = 23
